husage,husunion,husearns,huseduc,husblck,hushisp,hushrs,kidge6,earns,age,black,educ,hispanic,union,faminc,husexp,exper,kidlt6,hours,nwifeinc,inlf,hrwage
49,1,680,12,0,0,40,0,320,43,0,12,0,0,55000,31,25,0,40,38.36,1,8
34,0,575,16,0,0,40,0,550,32,0,16,0,0,55000,12,10,1,45,26.4,1,12.22222
30,0,600,16,0,0,32,0,600,29,0,16,0,1,45000,8,7,1,40,13.8,1,15
30,1,520,12,0,0,40,0,255,31,0,12,0,0,37500,12,13,1,36,24.24,1,7.083333
37,1,720,12,0,0,51,0,400,35,0,12,0,1,3000,19,17,1,40,0,1,10
62,0,250,14,0,0,40,0,350,58,0,13,0,0,45000,42,39,0,40,26.8,1,8.75
61,0,450,14,0,0,40,0,500,56,0,18,0,1,45000,41,32,0,40,19,1,12.5
46,0,400,16,0,0,60,0,350,45,0,12,0,0,112500,24,27,0,40,94.3,1,8.75
30,0,320,16,0,0,40,0,260,33,0,12,0,0,32500,8,15,1,40,18.98,1,6.5
32,0,423,16,0,0,50,0,325,24,0,16,0,0,45000,10,2,0,40,28.1,1,8.125
50,0,260,12,0,0,40,0,149,42,0,12,0,0,22500,32,24,0,30,14.752,1,4.966667
46,1,700,18,0,0,40,1,700,44,0,16,0,0,67500,22,22,0,40,31.1,1,17.5
36,0,240,15,0,0,24,0,244,33,0,12,0,0,17500,15,15,1,40,4.812,1,6.1
55,0,246,8,0,0,36,0,291,54,0,12,0,0,13750,41,36,0,40,0,1,7.275
34,0,214,13,0,0,40,1,614,44,0,14,0,0,32500,15,24,0,48,0.572,1,12.79167
55,1,850,12,0,0,65,0,96,55,0,12,0,0,112500,37,37,0,21,107.508,1,4.571429
44,0,700,12,0,0,60,0,128,53,0,12,0,0,22500,26,35,0,12,15.844,1,10.66667
45,1,650,12,0,0,50,1,100,45,0,12,0,1,27500,27,27,0,20,22.3,1,5
53,0,376,13,0,0,40,0,156,53,0,12,0,0,32500,34,35,0,20,24.388,1,7.8
28,0,500,12,0,0,40,0,289,28,0,12,0,0,45000,10,10,1,40,29.972,1,7.225
52,0,625,12,0,0,40,1,75,51,0,12,0,0,37500,34,33,0,10,33.6,1,7.5
35,0,735,16,0,0,10,0,463,34,0,16,0,1,67500,13,12,0,40,43.424,1,11.575
32,0,445,11,0,0,55,0,352,27,0,12,0,0,32500,15,9,1,40,14.196,1,8.8
44,1,362,12,0,0,42,0,290,41,0,12,0,0,32500,26,23,0,40,17.42,1,7.25
24,0,280,12,0,0,48,0,260,20,0,10,0,0,11500,6,4,1,48,0,1,5.416667
34,0,570,14,0,0,55,0,158,28,0,12,0,0,32500,14,10,0,25,24.284,1,6.32
67,0,195,16,0,0,32,0,315,58,0,12,0,0,13750,45,40,0,45,0,1,7
48,0,400,17,0,0,72,1,175,42,0,16,0,0,45000,25,20,0,30,35.9,1,5.833333
42,0,480,12,0,0,45,0,460,40,0,14,0,0,55000,24,20,0,45,31.08,1,10.22222
55,0,500,12,0,0,40,0,413,52,0,14,0,1,55000,37,32,0,35,33.524,1,11.8
46,1,983,18,0,0,32,1,664,40,0,14,0,0,112500,22,20,0,40,77.972,1,16.6
39,1,640,14,0,0,40,1,600,37,0,13,0,1,67500,19,18,0,40,36.3,1,15
28,1,798,12,0,0,40,0,400,31,0,12,0,0,45000,10,13,0,40,24.2,1,10
37,0,115,12,1,0,3,1,220,31,1,12,0,0,17500,19,13,0,36,6.06,1,6.111111
44,0,405,14,0,0,70,1,500,37,0,13,0,0,32500,24,18,0,40,6.5,1,12.5
35,0,590,16,0,0,40,0,680,27,0,16,0,0,3000,13,5,0,40,0,1,17
44,1,444,12,0,0,40,1,400,36,0,16,0,0,67500,26,14,0,40,46.7,1,10
37,1,1000,14,0,0,40,1,310,38,0,16,0,0,55000,17,16,0,35,38.88,1,8.857142
39,1,1000,18,0,0,80,1,47,36,0,14,0,0,112500,15,16,0,6,110.056,1,7.833333
22,0,276,12,0,0,32,1,131,23,0,12,0,0,27500,4,5,0,40,20.688,1,3.275
59,1,469,12,0,0,0,0,463,56,0,12,0,0,45000,41,38,0,40,20.924,1,11.575
57,1,640,7,0,0,46,0,1,54,0,12,0,0,37500,44,36,0,30,37.448,1,0.0333333
27,0,320,12,0,0,32,0,200,25,0,13,0,0,22500,9,6,0,40,12.1,1,5
57,0,1462,18,0,0,50,0,794,29,0,13,0,0,3000,33,10,0,32,0,1,24.8125
46,0,200,16,0,0,40,0,260,48,0,16,0,0,112500,24,26,0,40,98.98,1,6.5
48,0,1327,16,0,0,47,1,654,45,0,16,0,0,112500,26,23,0,45,78.492,1,14.53333
48,0,1327,16,0,0,47,1,654,45,0,16,0,0,112500,26,23,0,45,78.492,1,14.53333
32,0,600,18,0,0,55,0,450,29,0,18,0,0,55000,8,5,1,54,31.6,1,8.333333
52,0,578,18,0,0,10,1,354,42,0,16,0,0,45000,28,20,0,40,26.592,1,8.85
45,0,400,16,0,0,40,0,300,45,0,16,0,0,55000,23,23,0,40,39.4,1,7.5
47,0,800,12,0,0,41,0,330,44,0,13,0,0,55000,29,25,0,35,37.84,1,9.428572
42,0,640,14,0,0,40,1,250,44,0,16,0,0,37500,22,22,0,40,24.5,1,6.25
28,0,200,14,0,0,48,0,850,27,0,16,0,0,45000,8,5,0,50,0.8,1,17
26,0,524,12,0,0,40,1,260,28,0,12,0,0,32500,8,10,0,40,18.98,1,6.5
48,1,600,12,0,0,16,0,280,47,0,14,0,0,55000,30,27,0,40,40.44,1,7
31,1,600,13,0,0,40,0,480,34,0,16,0,0,45000,12,12,1,40,20.04,1,12
57,0,84,14,1,0,12,0,500,50,1,13,0,0,55000,37,31,0,40,29,1,12.5
52,0,1000,16,0,0,40,0,750,49,0,16,0,0,112500,30,27,0,40,73.5,1,18.75
50,0,580,14,0,0,40,1,235,42,0,12,0,0,45000,30,24,0,30,32.78,1,7.833333
36,0,550,8,0,1,40,0,338,26,0,10,1,0,32500,22,10,1,40,14.924,1,8.45
43,0,1300,18,0,0,44,0,600,38,0,13,0,0,112500,19,19,1,45,81.3,1,13.33333
37,0,769,16,0,0,38,0,420,37,0,16,0,0,112500,15,15,1,36,90.66,1,11.66667
27,0,340,12,0,0,68,0,520,30,0,16,0,0,45000,9,8,1,48,17.96,1,10.83333
50,0,550,8,0,0,45,0,80,51,0,11,0,0,32500,36,34,0,16,28.34,1,5
32,0,300,12,0,0,45,0,101,23,0,12,0,0,22500,14,5,1,25,17.248,1,4.04
47,1,700,12,0,0,0,0,420,44,0,12,0,0,55000,29,26,0,40,33.16,1,10.5
27,1,500,18,0,0,50,0,690,30,0,16,0,1,55000,3,8,1,36,19.12,1,19.16667
33,0,700,12,0,0,40,0,195,32,0,12,0,0,55000,15,14,0,36,44.86,1,5.416667
64,0,180,11,0,0,15,0,900,58,0,12,0,0,67500,47,40,0,40,20.7,1,22.5
36,0,575,12,0,0,50,1,166,33,0,12,0,1,32500,18,15,0,30,23.868,1,5.533333
38,0,500,16,0,0,50,0,450,21,0,12,0,0,45000,16,3,0,40,21.6,1,11.25
54,0,1173,18,0,0,48,0,200,53,0,13,0,0,0,30,34,0,20,0,1,10
37,1,848,14,0,1,38,1,404,35,0,12,1,0,3000,17,17,0,40,0,1,10.1
58,0,1175,13,0,0,50,0,360,57,0,12,0,1,55000,39,39,0,40,36.28,1,9
57,0,850,18,0,0,40,0,440,51,0,16,0,1,67500,33,29,0,40,44.62,1,11
48,1,720,12,0,0,40,1,265,46,0,12,0,0,45000,30,28,0,25,31.22,1,10.6
32,0,1000,14,0,0,60,1,100,31,0,14,0,0,37500,12,11,0,20,32.3,1,5
32,0,617,12,0,0,55,0,370,33,0,13,0,0,45000,14,14,1,35,25.76,1,10.57143
60,0,700,18,0,0,35,0,700,59,0,18,0,1,112500,36,35,0,35,76.1,1,20
41,0,430,12,0,0,32,1,260,40,0,12,0,1,32500,23,22,0,20,18.98,1,13
41,0,425,16,0,0,50,1,250,34,0,16,0,0,37500,19,12,0,35,24.5,1,7.142857
53,0,420,13,0,0,40,0,527,50,0,12,0,1,112500,34,32,0,40,85.096,1,13.175
27,0,220,17,0,0,45,0,220,25,0,16,0,0,27500,4,3,0,40,16.06,1,5.5
39,0,550,15,0,0,40,0,711,38,0,15,0,0,67500,18,17,0,40,30.528,1,17.775
33,0,210,0,0,1,40,0,200,23,0,11,1,0,13750,27,6,1,40,3.35,1,5
52,1,900,18,1,0,36,1,500,42,1,18,0,1,67500,28,18,0,35,41.5,1,14.28571
41,0,760,15,0,0,40,1,300,40,0,16,0,0,67500,20,18,0,45,51.9,1,6.666667
42,1,865,17,0,0,40,1,108,42,0,16,0,0,55000,19,20,0,24,49.384,1,4.5
31,0,500,12,0,0,50,0,443,27,0,14,0,0,45000,13,7,0,40,21.964,1,11.075
46,0,538,9,0,0,40,1,204,45,0,12,0,0,32500,31,27,0,35,21.892,1,5.828571
35,0,480,12,0,0,40,0,190,43,0,11,0,0,37500,17,26,0,40,27.62,1,4.75
34,0,800,16,0,0,40,0,400,34,0,12,0,0,45000,12,16,1,40,24.2,1,10
39,0,1300,14,0,0,40,0,1000,42,0,17,0,0,3000,19,19,0,32,0,1,31.25
39,0,750,12,0,0,56,1,12,37,0,16,0,0,45000,21,15,0,9,44.376,1,1.333333
40,0,540,13,0,0,40,1,105,35,0,12,0,0,37500,21,17,0,32,32.04,1,3.28125
47,1,560,12,0,0,0,0,400,47,0,12,0,0,37500,29,29,0,40,16.7,1,10
36,1,680,12,0,0,40,1,280,33,0,13,0,0,45000,18,14,0,40,30.44,1,7
45,0,1153,18,0,0,40,0,1093,44,0,18,0,1,67500,21,20,0,50,10.664,1,21.86
51,0,500,16,0,0,32,0,226,42,0,12,0,1,32500,29,24,0,30,20.748,1,7.533333
45,1,610,14,0,0,45,0,150,44,0,8,0,0,37500,25,30,0,24,29.7,1,6.25
54,1,862,12,0,0,39,0,180,53,0,12,0,0,37500,36,35,0,28,28.14,1,6.428571
31,0,640,12,0,0,48,0,400,30,0,13,0,1,55000,13,11,1,48,34.2,1,8.333333
50,1,516,12,1,0,40,0,350,47,1,12,0,1,6250,32,29,0,35,0,1,10
51,0,544,16,0,0,40,1,60,46,0,16,0,0,37500,29,24,0,10,34.38,1,6
49,1,577,18,0,0,40,0,865,50,0,18,0,1,112500,25,26,0,55,67.52,1,15.72727
38,0,500,13,0,0,40,1,438,32,0,16,0,0,45000,19,10,0,40,22.224,1,10.95
44,0,400,12,0,0,40,1,288,44,0,12,0,0,22500,26,26,0,40,7.524,1,7.2
53,0,655,12,0,0,40,0,560,49,0,13,0,0,67500,35,30,0,40,38.38,1,14
54,1,975,15,0,0,38,0,289,54,0,14,0,0,55000,33,34,0,35,39.972,1,8.257143
36,0,140,12,0,0,7,1,104,35,0,12,0,0,17500,18,17,0,24,12.092,1,4.333333
27,0,290,12,1,0,42,0,325,26,1,12,0,0,22500,9,8,1,40,5.6,1,8.125
36,0,700,16,0,0,40,0,450,33,0,16,0,0,55000,14,11,0,40,31.6,1,11.25
30,0,810,16,0,0,45,0,340,19,0,12,0,0,45000,8,1,1,60,27.32,1,5.666667
44,0,500,14,0,0,52,0,80,32,0,16,0,0,45000,24,10,1,10,40.84,1,8
49,0,1153,16,0,0,50,0,423,47,0,14,0,0,3000,27,27,0,40,0,1,10.575
41,1,700,12,0,0,35,1,700,47,0,14,0,1,0,23,27,0,35,0,1,20
31,1,550,12,1,0,0,1,404,37,0,10,0,1,45000,13,21,0,40,23.992,1,10.1
47,0,1000,13,0,0,60,1,500,49,0,17,0,0,67500,28,26,0,40,41.5,1,12.5
41,0,373,18,0,0,40,0,850,40,0,18,0,0,112500,17,16,1,40,68.3,1,21.25
39,0,722,14,0,0,44,1,302,37,0,12,0,0,55000,19,19,0,40,39.296,1,7.55
27,0,280,13,0,0,40,0,20,27,0,13,0,0,17500,8,8,1,20,16.46,1,1
26,0,500,12,0,0,50,0,234,22,0,12,0,0,27500,8,4,0,40,15.332,1,5.85
34,0,680,16,0,0,40,1,210,35,0,15,1,0,45000,12,14,0,27,34.08,1,7.777778
27,0,300,12,0,0,60,0,275,26,0,12,0,0,22500,9,8,1,40,8.2,1,6.875
42,1,800,8,1,0,40,1,400,36,1,12,0,1,45000,28,18,0,40,24.2,1,10
37,1,650,12,1,0,40,1,110,31,1,10,0,0,45000,19,15,0,20,39.28,1,5.5
38,0,1280,16,0,0,40,1,176,37,0,13,0,0,55000,16,18,0,24,45.848,1,7.333333
37,0,813,12,0,0,50,1,438,34,0,13,0,0,55000,19,15,0,40,32.224,1,10.95
26,0,500,16,0,0,48,0,577,35,0,16,0,1,67500,4,13,1,32,37.496,1,18.03125
26,0,350,12,0,0,50,0,380,26,0,16,0,0,32500,8,4,0,40,12.74,1,9.5
29,0,350,12,0,0,40,0,360,25,0,9,0,0,22500,11,10,1,40,3.78,1,9
49,1,1250,15,0,0,40,0,594,52,0,18,0,1,3000,28,28,0,40,0,1,14.85
55,1,1610,12,0,0,70,1,350,54,0,12,0,0,112500,37,36,0,40,94.3,1,8.75
51,1,500,12,0,0,40,0,240,43,0,12,0,0,45000,33,25,0,40,32.52,1,6
54,0,520,14,0,0,40,0,500,51,0,12,0,0,67500,34,33,0,40,41.5,1,12.5
36,0,576,16,0,0,40,0,760,34,0,16,0,0,3000,14,12,1,40,0,1,19
68,0,105,7,0,1,12,0,251,57,0,12,1,0,37500,55,39,0,40,24.448,1,6.275
23,1,428,13,0,1,60,0,240,21,0,13,1,0,22500,4,2,1,40,10.02,1,6
38,1,558,13,0,0,35,1,223,38,0,13,0,0,0,19,19,0,25,0,1,8.92
60,0,480,12,0,0,40,0,260,55,0,12,0,0,55000,42,37,0,40,41.48,1,6.5
47,0,1700,16,0,0,40,1,167,48,0,14,0,1,112500,25,28,0,25,103.816,1,6.68
46,1,827,12,0,0,50,1,400,42,0,12,0,0,67500,28,24,0,30,46.7,1,13.33333
48,0,500,12,0,0,0,0,475,45,0,13,0,0,55000,30,26,0,45,30.3,1,10.55556
26,0,180,12,0,1,32,0,277,22,0,12,1,0,55000,8,4,1,40,40.596,1,6.925
27,0,1000,16,0,0,50,0,1000,26,0,16,0,0,3000,5,4,0,40,0,1,25
40,0,750,18,0,0,50,1,400,40,0,18,0,1,67500,16,16,0,40,46.7,1,10
40,1,800,12,0,0,0,0,108,27,0,12,0,0,45000,22,9,1,18,39.384,1,6
31,1,730,14,0,0,40,0,450,37,0,16,0,1,45000,11,15,1,40,21.6,1,11.25
57,0,600,14,0,0,40,0,700,58,0,12,0,0,37500,37,40,0,25,1.1,1,28
40,1,500,16,0,0,40,0,280,38,0,13,0,0,37500,18,19,1,40,22.94,1,7
39,0,1923,18,0,0,50,0,1712,33,0,18,0,0,112500,15,9,1,40,23.476,1,42.8
36,1,900,15,0,0,45,0,252,27,0,12,0,0,55000,15,9,1,30,41.896,1,8.4
61,0,240,4,0,0,30,0,360,57,0,14,0,0,6250,51,37,0,35,0,1,10.28571
26,0,400,14,0,0,40,0,193,31,0,12,0,0,32500,6,13,1,28,22.464,1,6.892857
31,0,573,12,0,0,45,0,65,24,0,15,0,0,37500,13,3,0,6,34.12,1,10.83333
44,0,1200,18,0,0,50,0,349,44,0,16,0,0,112500,20,22,0,45,94.352,1,7.755556
25,0,400,15,1,0,40,0,240,26,1,12,0,0,27500,4,8,0,40,15.02,1,6
43,0,800,18,0,0,40,1,350,44,0,17,0,0,55000,19,21,0,24,36.8,1,14.58333
35,1,812,16,0,0,44,0,400,33,0,16,0,0,55000,13,11,1,40,34.2,1,10
48,0,560,12,0,0,40,0,497,45,0,14,0,0,55000,30,25,0,40,29.156,1,12.425
28,0,1000,16,0,0,20,0,500,29,0,14,0,0,55000,6,9,1,40,29,1,12.5
37,0,1000,16,0,0,40,0,336,35,0,14,0,0,112500,15,15,1,16,95.028,1,21
37,0,1000,16,0,0,40,0,336,35,0,14,0,0,112500,15,15,1,16,95.028,1,21
49,0,786,14,0,0,60,0,180,45,0,12,0,0,3000,29,27,0,36,0,1,5
37,0,400,12,0,0,40,1,440,42,0,12,0,0,22500,19,24,0,40,0,1,11
57,0,72,6,0,0,10,0,386,57,0,12,0,0,32500,45,39,0,35,12.428,1,11.02857
35,0,425,16,0,0,48,0,222,36,0,12,0,0,32500,13,18,1,35,20.956,1,6.342857
40,0,600,18,0,0,56,1,400,38,0,12,0,0,45000,16,20,0,40,24.2,1,10
52,0,400,12,0,0,32,0,210,46,0,14,0,0,27500,34,26,0,35,16.58,1,6
59,0,440,12,0,0,40,1,300,48,0,12,0,0,112500,41,30,0,40,96.9,1,7.5
56,0,461,18,0,0,55,0,461,52,0,18,0,0,3000,32,28,0,54,0,1,8.537037
34,0,1923,14,0,0,80,0,400,32,0,16,0,0,55000,14,10,1,40,34.2,1,10
49,1,340,15,0,0,40,0,290,43,0,15,0,0,0,28,22,0,40,0,1,7.25
45,0,769,17,0,0,45,1,808,44,0,17,0,0,55000,22,21,0,40,12.984,1,20.2
39,0,175,18,0,0,56,1,350,37,0,16,0,0,32500,15,15,0,40,14.3,1,8.75
49,0,550,15,0,0,40,0,460,47,0,12,0,0,45000,28,29,0,40,21.08,1,11.5
48,0,365,12,0,0,40,1,300,43,0,12,0,0,0,30,25,0,40,0,1,7.5
34,1,600,12,1,0,48,1,47,32,1,13,0,0,27500,16,13,0,6,25.056,1,7.833333
49,0,400,7,0,0,40,0,200,48,0,12,0,0,0,36,30,0,24,0,1,8.333333
37,1,850,18,0,0,50,0,375,34,0,16,0,0,3000,13,12,1,15,0,1,25
63,0,550,18,0,0,55,0,100,59,0,16,0,0,32500,39,37,0,16,27.3,1,6.25
45,0,400,12,0,0,40,0,401,40,0,12,0,0,0,27,22,0,40,0,1,10.025
43,0,1093,16,1,0,50,1,904,40,1,16,0,1,112500,21,18,0,40,65.492,1,22.6
43,1,1150,18,1,0,40,1,950,36,1,17,0,1,67500,19,13,0,40,18.1,1,23.75
57,0,1900,17,0,0,60,0,900,49,0,16,0,0,112500,34,27,0,50,65.7,1,18
41,0,400,12,0,0,0,1,210,41,0,12,0,0,37500,23,23,0,35,26.58,1,6
41,0,400,12,0,0,0,1,210,41,0,12,0,0,37500,23,23,0,35,26.58,1,6
35,0,1154,17,0,0,60,1,300,34,0,16,0,0,112500,12,12,0,45,96.9,1,6.666667
56,0,696,18,0,0,0,0,692,52,0,18,1,0,67500,32,28,0,40,31.516,1,17.3
52,0,923,18,0,0,40,1,500,46,0,16,0,1,112500,28,24,0,40,86.5,1,12.5
50,0,600,16,0,0,40,0,600,45,0,12,0,0,67500,28,27,0,40,36.3,1,15
41,0,600,12,0,0,40,0,193,41,0,11,0,0,37500,23,24,0,36,27.464,1,5.361111
36,0,414,12,0,0,64,1,85,35,0,11,0,0,32500,18,18,0,24,28.08,1,3.541667
28,0,500,16,0,0,48,0,530,27,0,16,0,0,45000,6,5,0,40,17.44,1,13.25
21,0,170,14,0,0,40,0,188,23,0,16,0,0,8750,1,1,0,40,0,1,4.7
54,0,538,10,0,0,40,0,280,50,0,12,0,0,37500,38,32,0,40,22.94,1,7
54,1,568,12,0,0,40,0,434,48,0,12,0,0,55000,36,30,0,40,32.432,1,10.85
27,0,567,10,0,0,50,0,274,30,0,10,0,0,45000,11,14,1,40,30.752,1,6.85
45,0,700,12,0,0,40,0,500,45,0,12,0,0,55000,27,27,0,40,29,1,12.5
27,0,460,12,0,0,40,0,397,22,0,12,0,0,45000,9,4,0,40,24.356,1,9.925
56,0,395,15,0,1,40,1,375,53,0,15,1,1,32500,35,32,0,40,13,1,9.375
42,0,1200,17,0,0,40,1,700,42,0,17,0,0,112500,19,19,0,40,76.1,1,17.5
51,0,698,18,0,0,50,1,698,50,0,18,0,0,112500,27,26,0,50,76.204,1,13.96
66,1,700,18,0,0,40,0,600,53,0,18,0,1,45000,42,29,0,40,13.8,1,15
44,0,400,13,0,0,40,1,300,43,0,14,0,0,45000,25,23,0,40,29.4,1,7.5
34,0,680,12,1,0,56,1,294,32,1,14,0,0,55000,16,12,0,35,39.712,1,8.4
42,0,1500,18,0,0,65,0,529,40,0,16,0,0,112500,18,18,0,40,84.992,1,13.225
39,0,1200,16,0,0,40,0,500,36,0,18,0,0,67500,17,12,1,24,41.5,1,20.83333
45,0,570,10,1,0,38,1,890,42,1,12,0,0,37500,29,24,0,40,0,1,22.25
29,1,440,15,0,0,40,1,700,31,0,16,0,0,55000,8,9,0,40,18.6,1,17.5
42,0,823,18,0,0,80,1,210,39,0,12,0,0,37500,18,21,0,40,26.58,1,5.25
24,0,680,14,0,0,40,0,640,28,0,14,0,0,67500,4,8,0,40,34.22,1,16
29,0,175,8,0,0,43,1,170,34,0,11,0,0,17500,15,17,0,40,8.66,1,4.25
38,0,460,16,0,0,60,0,423,38,0,16,0,0,45000,16,16,1,40,23.004,1,10.575
46,1,680,12,0,0,40,1,64,35,0,12,0,0,37500,28,17,0,12,34.172,1,5.333333
67,0,40,7,0,0,10,0,100,57,0,14,0,0,3000,54,37,0,42,0,1,2.380952
43,0,550,16,0,0,24,1,260,37,0,14,0,0,55000,21,17,0,40,41.48,1,6.5
69,0,155,8,0,0,16,0,220,56,0,12,0,0,32500,55,38,0,40,21.06,1,5.5
44,0,1000,14,0,0,65,1,577,40,0,18,0,0,112500,24,16,0,35,82.496,1,16.48571
36,0,350,13,0,0,44,0,320,33,0,12,0,0,32500,17,15,1,40,15.86,1,8
29,0,320,12,0,0,40,0,256,29,0,12,0,1,22500,11,11,1,40,9.188,1,6.4
48,0,400,12,0,0,40,1,400,45,0,16,0,1,37500,30,23,0,40,16.7,1,10
34,1,480,13,0,0,40,0,51,33,0,12,0,0,32500,15,15,1,15,29.848,1,3.4
62,0,360,15,0,0,40,0,625,58,0,14,0,0,67500,41,38,0,40,35,1,15.625
47,0,960,16,0,0,50,1,163,46,0,12,0,0,45000,25,28,0,35,36.524,1,4.657143
43,0,475,16,0,0,55,1,560,40,0,11,0,0,55000,21,23,0,40,25.88,1,14
47,0,800,18,0,0,45,1,100,46,0,16,0,0,112500,23,24,0,30,107.3,1,3.333333
26,0,273,12,0,0,40,0,260,27,0,12,0,0,22500,8,9,1,40,8.98,1,6.5
40,1,650,12,0,0,70,1,160,36,0,12,0,0,37500,22,18,0,20,29.18,1,8
38,1,481,15,0,0,12,1,65,38,0,12,0,0,27500,17,20,0,14,24.12,1,4.642857
36,0,1200,14,0,1,40,0,100,40,0,16,1,0,67500,16,18,1,21,62.3,1,4.761905
38,1,500,16,0,0,50,0,100,39,0,15,0,0,0,16,18,1,10,0,1,10
43,0,800,18,0,0,40,1,575,39,0,16,0,1,67500,19,17,0,40,37.6,1,14.375
39,0,800,14,0,0,48,0,130,39,0,14,0,0,45000,19,19,0,18,38.24,1,7.222222
37,0,600,12,0,0,40,0,30,35,0,12,0,0,32500,19,17,1,5,30.94,1,6
58,0,600,13,0,0,40,0,625,57,0,16,1,0,112500,39,35,0,40,80,1,15.625
37,0,450,15,0,0,45,1,190,49,0,10,0,0,32500,16,33,0,40,22.62,1,4.75
28,1,365,12,0,0,32,0,163,29,0,12,0,0,13750,10,11,1,25,5.274,1,6.52
42,1,325,13,0,0,50,1,515,38,0,12,0,1,0,23,20,0,40,0,1,12.875
47,0,500,12,0,0,58,1,175,45,0,12,0,0,37500,29,27,0,35,28.4,1,5
59,0,800,11,0,0,40,0,180,56,0,12,0,0,37500,42,38,0,32,28.14,1,5.625
32,0,1700,12,0,0,55,0,75,32,0,12,0,0,0,14,14,1,15,0,1,5
48,1,520,12,0,0,40,0,415,42,0,12,0,0,67500,30,24,0,40,45.92,1,10.375
41,0,432,12,0,0,8,1,280,39,0,12,0,0,37500,23,21,0,40,22.94,1,7
48,1,432,12,0,0,48,1,256,36,0,11,0,0,32500,30,19,0,45,19.188,1,5.688889
26,1,420,12,0,0,40,0,280,19,0,12,0,0,27500,8,1,0,40,12.94,1,7
47,0,800,12,0,0,44,1,452,41,0,12,0,1,55000,29,23,0,40,31.496,1,11.3
55,0,833,15,0,0,40,0,275,54,0,12,0,0,67500,34,36,0,32,53.2,1,8.59375
29,0,700,16,0,0,50,0,44,29,0,16,1,0,55000,7,7,1,4,52.712,1,11
47,0,1200,14,0,0,40,1,680,46,0,11,1,1,67500,27,29,0,40,32.14,1,17
30,0,800,16,0,0,40,0,450,32,0,13,0,0,55000,8,13,0,40,31.6,1,11.25
38,1,560,11,0,0,40,0,43,29,0,12,0,0,45000,21,11,1,8,42.764,1,5.375
48,0,667,12,0,0,40,0,375,47,0,12,0,0,112500,30,29,0,40,93,1,9.375
34,0,587,16,0,0,46,1,403,38,0,18,0,0,55000,12,14,0,40,34.044,1,10.075
30,0,600,18,0,0,45,0,100,30,0,16,0,0,45000,6,8,1,20,39.8,1,5
46,0,220,12,0,0,60,0,320,48,0,12,0,1,22500,28,30,0,40,5.86,1,8
40,1,750,12,0,0,45,0,180,32,0,12,0,0,45000,22,14,1,24,35.64,1,7.5
40,0,800,18,0,0,32,0,600,38,0,16,0,0,55000,16,16,1,45,23.8,1,13.33333
32,0,403,16,0,0,35,0,342,28,0,16,0,0,45000,10,6,1,40,27.216,1,8.55
46,0,190,8,0,0,32,1,180,46,0,16,0,0,17500,32,24,0,40,8.14,1,4.5
31,0,440,12,0,0,40,0,350,30,0,13,0,0,17500,13,11,0,40,0,1,8.75
41,0,280,12,0,0,45,0,300,32,0,12,0,1,27500,23,14,1,40,11.9,1,7.5
43,1,400,12,0,0,40,1,342,43,0,12,0,1,55000,25,25,0,48,37.216,1,7.125
44,0,900,15,0,0,40,1,400,35,0,12,0,0,55000,23,17,0,40,34.2,1,10
55,0,288,12,0,0,36,0,240,52,0,12,0,0,32500,37,34,0,25,20.02,1,9.6
26,0,612,16,0,0,40,0,625,25,0,16,0,0,17500,4,3,0,45,0,1,13.88889
30,0,400,12,0,0,40,0,300,30,0,14,0,0,27500,12,10,1,32,11.9,1,9.375
38,1,575,16,0,0,40,1,575,39,0,16,0,1,67500,16,17,0,40,37.6,1,14.375
52,1,360,14,1,0,40,1,440,52,1,14,0,0,17500,32,32,0,40,0,1,11
30,0,600,16,0,0,50,0,575,29,0,16,0,0,45000,8,7,1,40,15.1,1,14.375
41,0,450,16,0,0,40,0,392,40,0,16,0,1,32500,19,18,0,40,12.116,1,9.8
35,0,400,12,0,0,40,0,378,34,0,12,0,0,22500,17,16,1,48,2.844,1,7.875
24,0,366,16,0,0,43,0,326,24,0,16,0,0,37500,2,2,0,40,20.548,1,8.15
44,1,540,12,0,0,40,1,360,41,0,14,0,1,55000,26,21,0,40,36.28,1,9
45,1,700,13,0,0,41,1,40,42,0,12,0,0,3000,26,24,0,20,0.92,1,2
41,0,520,12,0,0,40,1,346,36,0,12,0,0,45000,23,18,0,40,27.008,1,8.65
53,0,800,12,0,0,65,0,300,53,0,12,0,0,67500,35,35,0,40,51.9,1,7.5
53,1,520,12,0,0,40,0,360,51,0,11,0,1,55000,35,34,0,40,36.28,1,9
43,0,711,18,0,0,55,0,415,43,0,12,0,0,55000,19,25,0,45,33.42,1,9.222222
26,0,298,12,0,0,40,0,200,24,0,16,0,1,17500,8,2,1,40,7.1,1,5
48,0,481,12,0,0,40,0,100,46,0,12,0,0,22500,30,28,1,12,17.3,1,8.333333
25,0,440,16,0,0,55,0,105,26,0,14,0,0,22500,3,6,1,15,17.04,1,7
31,1,700,13,0,0,40,0,600,39,0,14,0,1,17500,12,19,0,48,0,1,12.5
39,0,600,12,0,0,45,1,500,39,0,13,0,0,45000,21,20,0,40,19,1,12.5
34,0,315,16,0,0,60,0,420,28,0,13,0,0,32500,12,9,0,40,10.66,1,10.5
27,0,414,12,0,0,40,0,287,27,0,12,0,0,32500,9,9,1,40,17.576,1,7.175
